polity_name,truhart_id,dynasty_name,dynasty_id,dyn_start,dyn_end,dynasty_source,rulers_coded,rulers_source,fs_start,fs_end,IACW_primary_start,IACW_primary_end,IACW_partial_start,IACW_partial_end,start_core,pres_country,proxy_location,core_latitude,core_longitude,successor,IACW_successor,fs_successor,dynastic_end_conquest,core_region,state_history,inner_asia_core_dist,EPR1_ID,EPR2_ID,EPR3_ID
Berar,11.446,Imad Shahis,139,1485,1575,Truhart (1996),1,Tapsell 1983,1485,1575,,,1485,1575,Elichpur,IN,"Amravati, India",20.945155,77.765764,Ahmadnagar,1,1,1,Indian_Subcontinent,19,1489,2,7,8
Kalyana,11.447,Chalukyas,64,982,1156,Truhart (1996),1,Tapsell 1983,982,1156,,,,,Manyakheta,IN,"Malkhed, India",17.19486,77.16018,Kalyana (Kalachuris),0,1,1,Indian_Subcontinent,12,1908,2,3,8
Kalyana,11.447,Kalachuris,152,1157,1183,Truhart (1996),1,Tapsell 1983,1157,1183,,,,,Manyakheta,IN,"Malkhed, India",17.19486,77.16018,Kalyana (Chalukya),0,1,1,Indian_Subcontinent,14,1908,2,3,8
Kalyana,11.447,Chalukyas,64,1184,1191,Truhart (1996),1,Tapsell 1983,1184,1191,,,,,Manyakheta,IN,"Malkhed, India",17.19486,77.16018,Disintegration,,,0,Indian_Subcontinent,14,1908,2,3,8
Kalyana,11.447,Bahmanis,36,1347,1525,Truhart (1996),1,"Morby 1989, p.210",1347,1525,,,1347,1525,Gulbarga,IN,"Gulbarga, India",17.235221,76.552523,Disintegration,,,0,Indian_Subcontinent,16,1911,2,3,8
Suena-Desa,11.448,Yadavas,363,825,1318,Truhart (1996),1,Tapsell 1983,825,1318,,,,,Devagiri,IN,"Daulatabad Fort, India",19.942724,75.213164,Delhi Sultanate (Khalji),1,0,1,Indian_Subcontinent,11,1639,2,7,8
Ahmadnagar,11.449,Nizam Shahis,229,1490,1632,Truhart (1996),1,Tapsell 1983,1490,1632,,,1490,1632,Ahmednagar,IN,"Ahmednagar, India",19.08,74.73,Mughals,1,0,1,Indian_Subcontinent,17,1401,2,7,8
Golkunda,11.45,Qutb Shahis,272,1512,1687,Truhart (1996),1,Tapsell 1983,1512,1687,,,1512,1687,Golconda,IN,"Hyderabad, India",17.455891,78.402807,Mughals,1,0,1,Indian_Subcontinent,18,1871,2,3,8
Hoysalas,11.46,Hoysalas,134,1000,1346,Truhart (1996),1,Tapsell 1983,,,,,,,Halebidu,IN,"Haleb?d, India",13.215943,75.997662,Delhi Sultanate (Tughluq),1,0,1,Indian_Subcontinent,13,2359,2,3,8
Vijayanagara,11.464,Sangamas,294,1336,1485,Truhart (1996),1,Tapsell 1983,1336,1485,,,,,Vijayanagara,IN,"Bellary, India",15.138683,76.927567,Vijayanagar (Saluva),0,1,0,Indian_Subcontinent,16,2137,2,3,8
Vijayanagara,11.464,Saluvas,292,1486,1567,Truhart (1996),1,Tapsell 1983,1486,1567,,,,,Vijayanagara,IN,"Bellary, India",15.138683,76.927567,Vijayanagar (Tuluva),0,1,0,Indian_Subcontinent,17,2137,2,3,8
Vijayanagara,11.464,Aravidus,21,1568,1685,Truhart (1996),1,Tapsell 1983,1568,1685,,,,,Vijayanagara,IN,"Bellary, India",14.976737,76.408494,Disintegration,,,0,Indian_Subcontinent,18,2161,2,3,8
Marathas,11.486,Bhonsla,44,1664,1803,Truhart (1996),1,Tapsell 1983,,,,,,,Raigad,IN,"Raigad, India",21.917557,83.380602,Great Britain,0,0,1,Indian_Subcontinent,23,1434,2,7,8
Chaulukyas,11.5153,Chaulukyas,68,850,1244,Truhart (1996),1,Tapsell 1983,850,1244,,,,,Anahilavada,IN,"Patan, Gujarat",23.85,72.125,Rewa (Vaghela),,,0,Indian_Subcontinent,17,1339,2,7,8
Gujarat,11.521,Paramaras,243,1030,1304,Truhart (1996),0,,1030,1304,,,,,Dhavalakka,IN,"Dholka, India",22.72,72.47,Delhi Sultanate (Khalji),1,0,1,Indian_Subcontinent,29,1436,2,7,8
Gujarat,11.521,Muzaffarids,116,1396,1578,Tapsell (1983),1,Tapsell 1983,1396,1578,,,1396,1578,Anhilwad Patan,IN,"Patan, India",23.850661,72.13464,Mughals,1,0,1,Indian_Subcontinent,22,1339,2,7,8
Lahur,11.771,Ghaznavids,109,1021,1180,Truhart (1996),0,,1021,1180,1021,1180,,,Lahore,PK,"Lahore, Pakistan",31.549722,74.343611,Ghurids,1,0,1,Indian_Subcontinent,24,504,2,7,8
Lahur,11.771,Ghurids,112,1181,1289,Truhart (1996),0,,,,1181,1289,,,Lahore,PK,"Lahore, Pakistan",31.549722,74.343611,Mongols (Chagatai),1,0,1,Indian_Subcontinent,25,504,2,7,8
Mewar,11.851,Guhilas,115,650,1568,Truhart (1996),1,Tapsell 1983,650,1568,,,,,Ahar,IN,"Ahar, Rajasthan",24.587258,73.72155,Mughals,1,0,1,Indian_Subcontinent,15,1196,2,7,8
Jalor,11.865,Paramaras,243,1000,1178,Truhart (1996),0,,1000,1178,,,,,Jalor,IN,"Jalor, India",25.35,72.62,Jalor (Chahamanas),0,1,0,Indian_Subcontinent,19,1168,2,7,8
Jaisalmer,11.87,Bhattis,42,1156,1949,Truhart (1996),1,Tapsell 1983,1156,1949,,,,,Jaisalmer,IN,"Jaisalmer, India",26.913,70.915,India,0,0,0,Indian_Subcontinent,20,1085,2,7,8
Jodhpur,11.889,Marwar Rathors,203,1459,1818,Truhart (1996),1,Tapsell 1983,1459,1818,,,,,Jodhpur,IN,"Jodhpur, India",26.28,73.02,United Kingdom,0,1,1,Indian_Subcontinent,23,1058,2,7,8
Udaipur,11.892,Guhilas,115,1597,1948,Truhart (1996),1,Tapsell 1983,1597,1948,,,,,Ahar,IN,"Ahar, Rajasthan",24.587258,73.72155,India,0,0,0,Indian_Subcontinent,24,1196,2,7,8
Kashmir,11.922,Parvagupta,244,949,1002,Truhart (1996),0,,949,1002,,,,,Srinagar,IN,"Srinagar, India",34.08582,74.8002,Kashmir (Lohara),0,1,,Indian_Subcontinent,15,231,5,7,13
Kashmir,11.922,Lohara,187,1003,1170,Truhart (1996),1,Tapsell 1983,1003,1170,,,,,Srinagar,IN,"Srinagar, India",34.08582,74.8002,Kashmir (Upyadeva),0,1,0,Indian_Subcontinent,16,231,5,7,13
Kashmir,11.922,Upyadeva,349,1171,1320,Truhart (1996),1,Tapsell 1983,1171,1320,,,,,Srinagar,IN,"Srinagar, India",34.08582,74.8002,Kashmir (Ladakhi),0,1,1,Indian_Subcontinent,17,231,5,7,13
Kashmir,11.922,Ladakhi,180,1321,1338,Truhart (1996),1,Tapsell 1983,1321,1338,,,,,Srinagar,IN,"Srinagar, India",34.08582,74.8002,Kashmir (Tahir Mirza),0,0,0,Indian_Subcontinent,0,231,5,7,13
Kashmir,11.922,Tahir Mirza,327,1339,1561,Truhart (1996),1,Tapsell 1983,,,,,,,Srinagar,IN,"Srinagar, India",34.08582,74.8002,Kashmir (Chaks),0,0,0,Indian_Subcontinent,19,231,5,7,13
Kashmir,11.922,Chaks,107,1562,1589,Truhart (1996),1,Tapsell 1983,,,,,,,Srinagar,IN,"Srinagar, India",34.08582,74.8002,Mughals,1,0,1,Indian_Subcontinent,21,231,5,7,13
Gandhara,11.923,Hindu Shahis,129,870,1026,Truhart (1996),1,Tapsell 1983,870,1026,,,,,Gandhara,PK,"Pushkalavati, Pakistan",34.168,71.736,Ghaznavids,1,0,1,Indian_Subcontinent,14,278,5,7,13
Ahom,12.144,Induvamsa,141,1223,1838,Truhart (1996),1,Tapsell 1983,1223,1838,,,,,Charaideo,IN,"Sivasagar, India",26.972822,94.690797,Great Britain,0,0,1,Indian_Subcontinent,2,527,2,7,9
Bengal ,12.161,Palas,240,755,1161,Truhart (1996),1,Tapsell 1983,755,1161,,,,,Bikrampur,BD,"Bikrampur, Bangladesh",23.55,90.55,Bengal (Senas),0,1,0,Indian_Subcontinent,10,1030,2,7,9
Bengal ,12.161,Senas,302,1162,1287,Truhart (1996),1,Tapsell 1983,1162,1287,,,,,Gauda,BD,"Gauda, India",24.866667,88.133333,Delhi Sultanate (Muizzis),1,0,1,Indian_Subcontinent,14,950,2,7,8
Bengal ,12.161,Sultans of Bengal,41,1341,1576,Tapsell (1983),1,Tapsell 1983,,,,,1341,1576,Pandua,IN,"Pandua, India",25.14,88.153,Mughals,1,0,1,Indian_Subcontinent,16,921,2,7,8
Trikalinga,12.192,Gangas,105,498,1433,Truhart (1996),1,Tapsell 1983,498,1433,,,,,Kalinganagara,IN,"Srikakulam, India",18.571358,83.885464,Trikalinga (Gajapatis),0,1,0,Indian_Subcontinent,7,1752,2,7,8
Trikalinga,12.192,Gajapatis,104,1434,1539,Truhart (1996),1,Tapsell 1983,1434,1539,,,,,Kalinganagara,IN,"Srikakulam, India",18.571358,83.885464,Suris,1,0,1,Indian_Subcontinent,17,1752,2,7,8
Utkala,12.193,Kalachuris,152,1050,1250,Truhart (1996),0,,1050,1250,,,,,Ratnapura,IN,"Ratnapur, India",22.288,82.166,Division,,,0,Indian_Subcontinent,17,1370,2,7,8
Kanauj,12.301,Gurjars,117,816,1018,Truhart (1996),0,,816,1018,,,,,Kannauj,IN,"Kannauj, India",27.07,79.92,Ghaznavids,1,0,1,Indian_Subcontinent,13,810,2,7,8
Delhi,12.305,Mamluks,197,1206,1289,Truhart (1996),1,"Morby 1989, p.209",,,1206,1289,,,Delhi,IN,"Delhi, India",24.734319,81.334404,Delhi Sultanate (Khalji),1,0,0,Indian_Subcontinent,13,504,2,7,8
Delhi,12.305,Kaljis,153,1290,1319,Truhart (1996),1,"Morby 1989, p.209",,,1290,1319,,,Delhi,IN,"Delhi, India",24.734319,81.334404,Delhi Sultanate (Tughluq),1,0,0,Indian_Subcontinent,13,1087,2,7,8
Delhi,12.305,Tugluqs,342,1320,1413,Truhart (1996),1,"Morby 1989, p.209",,,1320,1413,,,Delhi,IN,"Delhi, India",24.734319,81.334404,Delhi Sultanate (Sayyids),1,0,0,Indian_Subcontinent,15,1087,2,7,8
Delhi,12.305,Sayyids,300,1414,1452,Truhart (1996),1,"Morby 1989, p.209",,,1414,1452,,,Delhi,IN,"Delhi, India",24.734319,81.334404,Delhi Sultanate (Lodi),1,0,0,Indian_Subcontinent,15,1087,2,7,8
Delhi,12.305,Lodis,186,1453,1528,Truhart (1996),1,"Morby 1989, p.209",,,1453,1528,,,Delhi,IN,"Delhi, India",24.734319,81.334404,Mughals,1,0,1,Indian_Subcontinent,15,1087,2,7,8
Delhi,12.305,Mughals,214,1529,1539,Truhart (1996),1,"Morby 1989, p.211; Elliot 1877",,,1529,1539,,,Delhi,IN,"Delhi, India",24.734319,81.334404,Suris,1,0,1,Indian_Subcontinent,16,1087,2,7,8
Delhi,12.305,Suris,323,1540,1554,Truhart (1996),1,"Morby 1989, p.211",,,1540,1554,,,Sasaram,IN,"Sasaram, India",24.95,84.03,Mughals,1,0,1,Indian_Subcontinent,18,1109,2,7,8
Delhi,12.305,Mughals,214,1555,1857,Truhart (1996),1,"Morby 1989, p.211; Elliot 1877",,,1555,1857,,,Delhi,IN,"Delhi, India",24.734319,81.334404,British India,0,0,1,Indian_Subcontinent,16,1087,2,7,8
Varanasi,12.307,Gahadavala,103,1030,1193,Truhart (1996),1,Tapsell 1983,1030,1193,,,,,Varanasi,IN,"Varanasi, India",25.318889,83.012778,Ghurids,1,0,1,Indian_Subcontinent,12,1062,2,7,8
Sri Lanka II,12.601,Silakala,311,1070,1407,Truhart (1996),1,Tapsell 1983,1070,1407,,,,,Polonnaruwa,LK,Polonnaruwa,7.933333,81,Alagakkonara Dynasty,0,,0,Indian_Subcontinent,14,2931,2,3,3
Pegu,13.113,Hamsavati,122,825,1056,Truhart (1996),0,,825,1056,,,,,Pegu,MM,"Bago, Myanmar",18.441918,96.027418,Pagan,0,1,1,Southeast_Asia,0,1451,2,7,9
Pegu,13.113,Hamsavati,122,1273,1286,Truhart (1996),0,,1273,1286,,,,,Pegu,MM,"Bago, Myanmar",18.441918,96.027418,,,,,Southeast_Asia,4,1451,2,7,9
Pegu,13.113,Mon,212,1287,1538,Truhart (1996),1,Tapsell 1983,1287,1538,,,,,Pegu,MM,"Bago, Myanmar",18.441918,96.027418,Ava,0,1,1,Southeast_Asia,4,1451,2,7,9
Pegu,13.113,Tagaung,500,1539,1610,Truhart (1996),1,Tapsell 1983,1539,1610,,,,,Pegu,MM,"Bago, Myanmar",18.441918,96.027418,Ava,0,1,1,Southeast_Asia,7,1451,2,7,9
Pagan,13.221,Pyu,259,846,1342,Truhart (1996),1,Tapsell 1983,846,1342,,,,,Bagan,MM,"Bagan, Myanmar",21.1725,94.86,Disintegration,,,0,Southeast_Asia,0,1157,2,7,9
Ava,13.222,Pinnya,252,1364,1554,Truhart (1996),1,Tapsell 1983,1364,1554,,,,,Sagaing,MM,"Sagaing, Myanmar",24.059352,95.217495,Ava (Sayin Nawng),0,1,1,Southeast_Asia,2,835,2,7,9
Ava,13.222,Sayin Nawng,299,1555,1751,Truhart (1996),1,Tapsell 1983,1555,1751,,,,,Sagaing,MM,"Sagaing, Myanmar",24.059352,95.217495,Restored Hathawady,,,1,Southeast_Asia,4,835,2,7,9
Burma,13.223,Alaungpaya,7,1752,1820,Truhart (1996),1,Tapsell 1983,1752,1820,,,,,Myanmar,MM,Myanmar,22,96,Great Britain,0,1,1,Southeast_Asia,8,1058,2,7,9
Ayutthaya,13.296,Cheang-sen,69,1347,1767,Truhart (1996),1,Tapsell 1983,,,,,,,Ayutthaya,TH,"Phra Nakhon Si Ayutthaya, Thailand",14.316377,100.582302,Burma (Alaupangya),0,1,1,Southeast_Asia,11,1959,2,3,9
Siam,13.301,Chakkri,63,1782,1995,Truhart (1996),1,Tapsell 1983,,,,,,,Bangkok,TH,"Bangkok, Thailand",13.7525,100.494167,N/A,0,0,0,Southeast_Asia,15,2018,2,3,9
Angkor,13.363,Jayavarman,146,802,1001,Truhart (1996),1,Tapsell 1983,,,,,,,Angkor,KH,"Angkor, Cambodia",13.4125,103.866667,Angkor (Ligor),0,0,0,Southeast_Asia,7,2127,2,3,9
Angkor,13.363,Ligor,184,1002,1077,Truhart (1996),1,Tapsell 1983,,,,,,,Angkor,KH,"Angkor, Cambodia",13.4125,103.866667,Angkor (Mahidharapura),0,0,0,Southeast_Asia,9,2127,2,3,9
Angkor,13.363,Mahidharapura,194,1078,1335,Truhart (1996),1,Tapsell 1983,,,,,,,Mun Basin,KH,Mun River,15.320556,105.508056,Angkor (Neay-trasac-paem),0,0,0,Southeast_Asia,9,1914,2,3,9
Angkor,13.363,Neay-trasac-paem,226,1336,1420,Truhart (1996),1,Tapsell 1983,,,,,,,Angkor,KH,"Angkor, Cambodia",13.4125,103.866667,Ayutthaya,0,0,1,Southeast_Asia,12,2127,2,3,9
Cambodia,13.364,Cambodia Kings,59,1432,1863,Tapsell (1983),1,Tapsell 1983,,,,,,,Cambodia,KH,Cambodia,12.566667,104.983333,France,0,0,0,Southeast_Asia,13,2218,2,3,9
Vietnam,13.387,Ly,191,1009,1225,Truhart (1996),1,Tapsell 1983,,,,,,,Hoa Lu,VN,"Hoa Lu, Vietnam",20.26816,105.910643,Vietnam (Tran),0,1,0,Southeast_Asia,13,1368,2,7,9
Vietnam,13.387,Tran,337,1226,1400,Truhart (1996),1,Tapsell 1983,1226,1400,,,,,Hanoi,VN,"Hanoi, Vietnam",21.0245,105.84117,China (Ming),0,1,1,Southeast_Asia,11,1284,2,7,9
Vietnam,13.389,Tran,337,1407,1427,Truhart (1996),1,Tapsell 1983,1407,1427,,,,,Hanoi,VN,"Hanoi, Vietnam",21.0245,105.84117,Vietnam (Later Le Dynasty),0,1,0,Southeast_Asia,13,1284,2,7,9
Vietnam,13.389,Le,183,1428,1789,Truhart (1996),1,Tapsell 1983,1407,1789,,,,,Hanoi,VN,"Hanoi, Vietnam",21.0245,105.84117,Vietnam (Tay Son),,,0,Southeast_Asia,13,1284,2,7,9
Hue,13.391,Nguyen,228,1570,1774,Truhart (1996),1,Tapsell 1983,1570,1774,,,,,Hue,VN,"Hue, Vietnam",16.466667,107.579167,Hue (Trinh),0,0,1,Southeast_Asia,9,1804,3,3,9
Lan Chang,13.422,Kings of Lan Chang,168,1350,1707,Tapsell (1983),1,Tapsell 1983,1350,1707,,,,,Luang Prabang,LA,"Luang Prabang, Laos",19.89,102.134722,Disintegration,,,0,Southeast_Asia,1,1396,2,7,9
Gwynedd,15.182,Princes of Gwynedd,256,844,1239,Tapsell (1983),1,Kokkonen & Sundell 2014,1100,1239,,,,,Chester,GB,"Chester, England, United Kingdom",53.207393,-2.881343,England,0,1,1,Europe,8,2081,4,9,12
Scotland,15.215,Alpin,10,889,1056,Truhart (1996),1,Kokkonen & Sundell 2014,,,,,,,Scone,GB,"Scone, Scotland, United Kingdom",56.424428,-3.39537,Scotland (Canmore),0,1,0,Europe,4,2130,4,9,17
Scotland,15.215,Canmore,60,1057,1286,Truhart (1996),1,Kokkonen & Sundell 2014,1100,1286,,,,,Scone,GB,"Scone, Scotland, United Kingdom",56.424428,-3.39537,Scotland (Bruce),0,1,0,Europe,6,2130,4,9,17
Scotland,15.215,Bruce,52,1306,1370,Truhart (1996),1,Kokkonen & Sundell 2014,1306,1370,,,,,Scone,GB,"Scone, Scotland, United Kingdom",56.424428,-3.39537,Scotland (Stuart),0,1,0,Europe,9,2130,4,9,17
Scotland,15.215,Stuart,318,1371,1603,Truhart (1996),1,Kokkonen & Sundell 2014,1371,1603,,,,,Scone,GB,"Scone, Scotland, United Kingdom",56.424428,-3.39537,England,0,1,0,Europe,9,2130,4,9,17
England,15.238,Anglo-Saxon,14,825,1065,Truhart (1996),1,Kokkonen & Sundell 2014 replication data,,,,,,,Winchester,GB,"Winchester, England, United Kingdom",51.06605,-1.314423,England (Norman),0,0,1,Europe,8,1994,4,9,12
England,15.238,Norman,232,1066,1706,Truhart (1996),1,Kokkonen & Sundell 2014 replication data,1216,1706,,,,,London,GB,"London, England, United Kingdom",51.507222,-0.1275,Great Britain,0,1,0,Europe,10,1994,4,9,12
Great Britain,15.242,Hannover,123,1707,1995,Tapsell (1983),1,Kokkonen & Sundell 2014 replication data,1707,1832,,,,,London,GB,"London, England, United Kingdom",51.507222,-0.1275,N/A,0,0,0,Europe,17,1994,4,9,12
Netherlands,15.264,Nassau-Oranien,222,1581,1809,Truhart (1996),1,Kokkonen & Sundell 2014,1674,1809,,,,,The Hague,NL,"The Hague, Netherlands",52.07114,4.29916,France (Revolutionary),0,0,1,Europe,13,1598,4,9,12
Sweden,15.289,Yngligar,366,995,1249,Truhart (1996),1,Kokkonen & Sundell 2014,,,,,,,Ostergotland,SE,"Ostergotland, Sweden",58.415833,15.625278,Sweden (Folkungar),0,0,0,Europe,4,1194,4,10,17
Sweden,15.289,Folkungar,99,1250,1317,Truhart (1996),1,Kokkonen & Sundell 2014,,,,,,,Uppsala,SE,"Uppsala, Sweden",60.197663,17.742031,Denmark,0,1,0,Europe,4,1224,4,10,17
Sweden,15.289,Vasa,354,1521,1653,Truhart (1996),1,Kokkonen & Sundell 2014,1544,1653,,,,,Uppsala,SE,"Uppsala, Sweden",60.197663,17.742031,Sweden (Pfalz-Zweibrucken),0,1,0,Europe,7,1224,4,10,17
Sweden,15.289,Pfalz-Zweibrucken,248,1654,1719,Truhart (1996),1,Kokkonen & Sundell 2014,1654,1719,,,,,Stockholm,SE,"Stockholm, Sweden",59.275254,18.035164,Sweden (Hessen-Kassel),0,1,0,Europe,11,1169,4,10,17
Sweden,15.289,Hessen-Kassel,127,1720,1750,Truhart (1996),1,Kokkonen & Sundell 2014,1720,1750,,,,,Stockholm,SE,"Stockholm, Sweden",59.275254,18.035164,Sweden (Holstein-Gottorp),0,1,0,Europe,12,1169,4,10,17
Sweden,15.289,Holstein-Gottorp,132,1751,1818,Truhart (1996),1,Kokkonen & Sundell 2014,1751,1818,,,,,Uppsala,SE,"Uppsala, Sweden",60.197663,17.742031,N/A,0,0,0,Europe,9,1224,4,10,17
Norway,15.318,Yngligar,366,1016,1318,Tapsell (1983),1,Kokkonen & Sundell 2014,1260,1318,,,,,Oslo,NO,"Oslo, Norway",59.913333,10.738889,Denmark (Folkungar),0,1,0,Europe,4,1511,4,10,17
Norway,15.318,Folkungar,99,1319,1380,Tapsell (1983),1,Kokkonen & Sundell 2014,1319,1380,,,,,Trondheim,NO,"Trondheim, Norway",63.412235,10.411357,Denmark,0,1,0,Europe,2,1724,4,10,17
Denmark,15.326,Skioldinger,315,891,1041,Truhart (1996),1,Kokkonen & Sundell 2014,,,,,,,Roskilde,DK,"Roskilde, Denmark",55.635034,12.076769,Denmark (Ulfinger),0,0,0,Europe,4,1181,4,10,17
Denmark,15.326,Ulfinger,346,1047,1396,Truhart (1996),1,Kokkonen & Sundell 2014,1156,1396,,,,,Roskilde,DK,"Roskilde, Denmark",55.635034,12.076769,Denmark (Pommern-Stargard),0,1,0,Europe,6,1181,4,10,17
Denmark,15.326,Pommern-Stargard,253,1397,1439,Truhart (1996),1,Kokkonen & Sundell 2014,1397,1439,,,,,Roskilde,DK,"Roskilde, Denmark",55.635034,12.076769,Denmark (Pfalz-Neumarkt),0,1,0,Europe,9,1181,4,10,17
Denmark,15.326,Pfalz-Neumarkt,247,1440,1447,Truhart (1996),1,Kokkonen & Sundell 2014,1440,1447,,,,,Roskilde,DK,"Roskilde, Denmark",55.635034,12.076769,Denmark (Oldenburg),0,1,0,Europe,10,1181,4,10,17
Denmark,15.326,Oldenburg/Holstein-Gottorp,236,1448,1863,Truhart (1996),1,Kokkonen & Sundell 2014,1448,1863,,,,,Copenhagen,DK,"Copenhagen, Denmark",55.704438,12.502119,N/A,0,0,0,Europe,10,1161,4,10,17
France,15.335,Capet,61,987,1327,Truhart (1996),1,Kokkonen & Sundell 2014,987,1327,,,,,Paris,FR,"Paris, France",48.859116,2.331839,France (Valois),0,1,0,Europe,10,1778,4,9,12
France,15.335,Valois,353,1328,1514,Truhart (1996),1,Kokkonen & Sundell 2014,1328,1514,,,,,Paris,FR,"Paris, France",48.859116,2.331839,France (Angouleme),0,1,0,Europe,14,1778,4,9,12
France,15.335,Angouleme,15,1515,1588,Truhart (1996),1,Kokkonen & Sundell 2014,1515,1588,,,,,Paris,FR,"Paris, France",48.859116,2.331839,France (Bourbon),0,1,0,Europe,16,1778,4,9,12
France,15.335,Bourbon,49,1589,1792,Truhart (1996),1,Kokkonen & Sundell 2014,1589,1792,,,,,Paris,FR,"Paris, France",48.859116,2.331839,France (Revolutionaries),0,0,0,Europe,16,1778,4,9,12
Anjou,15.345,Anjou,16,1246,1480,Truhart (1996),1,Tapsell 1983,1246,1480,,,,,Anjou,FR,"Angers, France",47.473612,-0.554167,France,0,1,1,Europe,13,2015,4,5,12
Brittany,15.361,Dukes of Brittany,51,890,1524,Tapsell (1983),1,Tapsell 1983,1186,1524,,,,,Nantes,FR,"Nantes, France",47.2181,-1.5528,France,0,1,0,Europe,9,2095,4,5,12
Normandy,15.365,Dukes of Normandy,87,845,1204,Tapsell (1983),1,Tapsell 1983,910,1204,,,,,Normandy,FR,"Normandy, France",48.88,0.17,France,0,1,1,Europe,9,1933,4,9,12
Burgundy,15.4,Capet,61,918,1360,Truhart (1996),1,Tapsell 1983,918,1360,,,,,Dijon,FR,"Dijon, France",47.316667,5.016667,Burgundy (Valois),0,1,0,Europe,10,1606,4,5,12
Burgundy,15.4,Valois,353,1361,1477,Truhart (1996),1,Tapsell 1983,1361,1477,,,,,Dijon,FR,"Dijon, France",47.316667,5.016667,France; Austria,0,1,0,Europe,14,1606,4,5,12
Poitou,15.426,Ramnulf,275,963,1204,Truhart (1996),1,Tapsell 1983,963,1204,,,,,Poitou,FR,"Poitou, France",46.6486,-0.2478,France,0,1,1,Europe,10,2013,4,5,12
Qurtuba,15.481,Umayyads,347,756,1031,Truhart (1996),0,,756,1031,,,,,Cordoba,SP,"Cordoba, Spain",37.89,-4.78,Disintegration,,,0,Europe,9,2688,4,5,12
Qurtuba,15.481,Abbadids,1,1059,1090,Truhart (1996),0,,1059,1090,,,,,Cordoba,SP,"Cordoba, Spain",37.89,-4.78,Almoravids,0,1,1,Europe,12,2688,4,5,12
Navarre,15.523,Arista,24,860,1075,Truhart (1996),1,Kokkonen & Sundell 2014,860,1075,,,,,Pamplona,ES,"Pamplona, Spain",42.817546,-1.651163,Aragon,0,1,1,Europe,10,2246,4,5,12
Navarre,15.523,Arista,24,1134,1233,Truhart (1996),1,Kokkonen & Sundell 2014,1134,1233,,,,,Pamplona,ES,"Pamplona, Spain",42.817546,-1.651163,Champagne,,,0,Europe,13,2246,4,5,12
Leon,15.525,Kings of Leon,169,910,1230,Tapsell (1983),1,Kokkonen & Sundell 2014,910,1230,,,,,Leon,ES,"Leon, Spain",42.573544,-5.954401,Castillas,0,1,0,Europe,11,2591,4,5,12
Castillas,15.527,Castillas,62,1034,1515,Truhart (1996),1,Kokkonen & Sundell 2014,1034,1515,,,,,Valladolid,ES,"Valladolid, Spain",41.489063,-4.89167,Spain,0,1,0,Europe,12,2545,4,5,12
Aragon,15.528,Kings of Aragon,20,1035,1515,Tapsell (1983),1,Kokkonen & Sundell 2014,1035,1515,,,,,Jaca,ES,"Jaca, Spain",42.572157,-0.549165,Spain,0,1,0,Europe,12,2166,4,5,12
Mallorca,15.529,Kings of Mallorca,170,1229,1343,Tapsell (1983),1,Kokkonen & Sundell 2014,1229,1343,,,,,Palma,ES,"Palma de Mallorca, Spain",39.575748,2.656644,Aragon,0,1,1,Europe,17,2023,4,5,12
Spain ,15.53,Habsburg,120,1516,1699,Truhart (1996),1,Kokkonen & Sundell 2014,1516,1699,,,,,Madrid,ES,"Madrid, Spain",40.429913,-3.669245,Spain (Bourbon),0,1,0,Europe,17,2488,4,5,12
Spain ,15.53,Bourbon,49,1700,1808,Truhart (1996),1,Kokkonen & Sundell 2014,1700,1808,,,,,Madrid,ES,"Madrid, Spain",40.429913,-3.669245,France (Napoleonic),0,0,1,Europe,19,2488,4,5,12
Barcelona,15.536,Counts of Barcelona,77,803,1196,Tapsell (1983),1,Kokkonen & Sundell 2014,873,1196,,,,,Barcelona,ES,"Barcelona, Spain",41.400347,2.159592,Aragon,0,1,0,Europe,11,1989,4,5,12
Portugal,15.573,Borgona,48,1139,1384,Truhart (1996),1,Kokkonen & Sundell 2014,1139,1384,,,,,Lisbon,PT,"Lisbon, Portugal",38.748243,-9.140093,Aviz Dynasty,0,1,0,Europe,13,2994,4,5,11
Portugal,15.573,Aviz,32,1385,1579,Truhart (1996),1,Kokkonen & Sundell 2014,1385,1579,,,,,Lisbon,PT,"Lisbon, Portugal",38.748243,-9.140093,Portugal (Habsburg),0,1,0,Europe,15,2994,4,5,11
Portugal,15.573,Habsburg,120,1580,1639,Truhart (1996),1,Kokkonen & Sundell 2014,1580,1639,,,,,Lisbon,PT,"Lisbon, Portugal",38.748243,-9.140093,Portugal (Braganca),0,1,0,Europe,17,2994,4,5,11
Portugal,15.573,Braganca,50,1640,1853,Truhart (1996),1,Kokkonen & Sundell 2014,1640,1853,,,,,Lisbon,PT,"Lisbon, Portugal",38.748243,-9.140093,Portugal (Coburg-Gotha),0,1,0,Europe,18,2994,4,5,11
Kingdom of Sicily ,15.614,Norman,232,1130,1193,Truhart (1996),1,Kokkonen & Sundell 2014,1130,1193,,,,,Palermo,IT,"Palermo, Italy",38.128635,13.334865,Holy Roman Empire,0,0,1,Europe,17,1294,4,6,12
Kingdom of Sicily ,15.614,Hohenstafen,130,1194,1265,Truhart (1996),1,Kokkonen & Sundell 2014,1194,1265,,,,,Palermo,IT,"Palermo, Italy",38.128635,13.334865,Aragon,0,1,1,Europe,17,1294,4,6,12
